373583,5.0
476749,5.0
345909,4.0
307055,5.0
423496,5.0
393508,4.0
434824,5.0
374286,5.0
319004,3.0
325856,3.7
468023,5.0
383096,3.7
434105,3.7
451072,3.3
334066,5.0
494932,5.0
303659,5.0
460296,5.0
466208,2.7
497277,3.3
451487,3.3
304500,3.7
335189,5.0
396638,4.0
352284,5.0
463248,3.7
473778,5.0
345246,4.0
488058,5.0
422016,5.0
460693,4.0
337679,3.7
356625,5.0
320692,3.7
487674,5.0
397483,3.7
384638,5.0
320650,3.7
476369,5.0
499766,5.0
416688,5.0
338526,4.0
367390,5.0
341507,5.0
318817,3.7
470347,3.7
355970,2.3
399307,3.7
470191,5.0
436363,4.0
327985,4.0
401982,5.0
389489,3.7
428090,3.7
372321,5.0
494075,3.3
484586,4.0
335827,5.0
308589,4.0
306454,3.3
386429,2.3
360078,3.3
473443,5.0
332631,4.0
352928,2.3
476955,5.0
322544,3.7
309935,4.0
425221,5.0
401259,1.3
430514,3.7
379803,5.0
336386,5.0
498418,2.7
443513,5.0
314594,5.0
320557,5.0
490064,5.0
420658,5.0
467174,5.0
388939,4.0
423193,5.0
390394,3.3
451600,5.0
308909,5.0
316230,5.0
485136,4.0
468863,3.3
385406,5.0
476175,5.0
397080,5.0
310180,4.0
354163,5.0
415241,5.0
406341,3.7
352132,5.0
306780,4.0
447756,4.0
418389,5.0
426474,5.0
351507,4.0
480261,3.3
450263,5.0
468944,5.0
339104,2.3
423696,5.0
376777,3.0
449030,4.0
362662,3.7
344486,5.0
324913,4.0
371078,3.0
463995,4.0
357421,5.0
324443,5.0
393727,5.0
354548,5.0
420125,5.0
421025,5.0
366235,5.0
434965,5.0
392368,5.0
354294,5.0
346194,3.3
440618,5.0
315133,4.0
456177,5.0
432341,2.3
463918,5.0
444571,3.7
465991,5.0
489177,5.0
368157,3.7
377748,5.0
467049,5.0
424718,4.0
420700,5.0
454372,5.0
326111,5.0
396329,4.0
399525,5.0
491358,4.0
307438,3.7
369639,4.0
366693,4.0
463210,5.0
383776,5.0
346284,3.0
311544,5.0
443338,4.0
479883,4.0
365065,4.0
482538,3.7
466258,5.0
350590,5.0
405681,5.0
470497,5.0
377169,4.0
472191,5.0
304849,5.0
352998,4.0
458826,4.0
456498,3.3
490096,5.0
482663,5.0
385719,5.0
463067,5.0
338813,3.0
344394,5.0
350547,4.0
494264,5.0
304296,3.7
380608,5.0
380670,3.7
341747,4.0
424400,5.0
416996,3.0
358908,5.0
419992,3.3
301899,4.0
329110,2.0
441326,5.0
470922,5.0
469071,3.3
378838,5.0
457381,3.7
308873,5.0
330247,5.0
341368,4.0
349769,5.0
448904,5.0
323425,5.0
497140,5.0
365312,5.0
411960,4.0
468673,4.0
429552,5.0
461271,5.0
315735,4.0
445342,5.0
403744,4.0
301330,4.0
343248,4.0
454362,4.0
433561,3.3
384408,3.0
389285,5.0
321859,4.0
377716,5.0
427345,4.0
471226,3.7
443842,2.0
341453,5.0
419507,4.0
479735,3.3
414796,5.0
413113,4.0
383595,5.0
320684,4.0
310767,4.0
368991,5.0
454619,3.7
475625,5.0
319516,3.0
365711,4.0
497241,4.0
439709,5.0
385762,3.7
412285,5.0
349012,3.7
414781,5.0
371344,5.0
376604,4.0
361434,5.0
401436,5.0
369719,5.0
375327,5.0
485430,5.0
491679,3.0
323492,5.0
324551,4.0
333531,5.0
335890,3.3
407234,3.0
329683,4.0
426248,4.0
483928,3.3
421583,3.0
410145,5.0
421416,5.0
403252,5.0
420409,4.0
331161,5.0
300124,3.3
355999,3.3
304014,5.0
497757,5.0
462287,5.0
432709,4.0
410039,5.0
322084,5.0
336193,5.0
340695,3.3
458709,5.0
380650,5.0
406468,5.0
405004,5.0
414702,4.0
333039,3.7
320337,4.0
362352,3.7
405869,3.7
399194,5.0
483496,2.7
461617,4.0
452310,5.0
355014,5.0
316036,5.0
394687,4.0
309353,4.0
455939,4.0
342110,4.0
399904,5.0
476140,5.0
453806,4.0
437553,5.0
467187,3.3
465931,5.0
388750,5.0
483575,3.3
497094,5.0
328989,5.0
415749,5.0
399241,3.3
434712,5.0
344391,4.0
429810,4.0
398420,4.0
361726,5.0
442577,3.3
363694,5.0
390908,2.3
494109,3.7
451275,5.0
499383,3.0
496239,5.0
456664,5.0
386453,3.7
433954,3.7
365990,4.0
434164,5.0
466597,5.0
317124,5.0
416559,4.0
351194,5.0
326903,3.7
493051,5.0
467805,5.0
388456,1.7
471177,4.0
418039,3.0
320421,5.0
431367,4.0
372630,4.0
363584,4.0
496429,5.0
471824,5.0
302243,5.0
361060,2.7
337356,5.0
303197,5.0
467761,4.0
366673,4.0
364830,4.0
360305,3.0
353945,5.0
486242,2.3
390649,5.0
375931,5.0
491228,3.0
305904,4.0
329403,4.0
329827,5.0
360486,5.0
311974,5.0
489755,3.7
410278,3.7
319947,4.0
357181,4.0
486486,4.0
433849,5.0
308151,5.0
382218,3.7
387472,3.3
360555,4.0
328556,5.0
342405,5.0
429252,4.0
471166,3.7
333785,5.0
490707,4.0
348649,5.0
425910,4.0
485836,4.0
447027,3.7
459639,3.7
406329,5.0
392450,5.0
418558,3.0
463742,3.7
430666,4.0
411541,5.0
390647,3.7
418876,4.0
404855,3.7
406620,3.7
325940,5.0
333396,5.0
376929,5.0
455097,4.0
315599,5.0
411764,5.0
483919,3.7
464378,5.0
393040,5.0
453616,3.3
329683,5.0
320159,5.0
